target,ids,date,flag,user,text,theme,sentiment
0,1468298286,Tue Apr 07 00:49:30 PDT 2009,NO_QUERY,Rhiand92,"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x",Education,Negative
0,1468313230,Tue Apr 07 00:54:50 PDT 2009,NO_QUERY,TimbreWithLove,"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it ",Abuse,Negative
0,1468315899,Tue Apr 07 00:55:46 PDT 2009,NO_QUERY,TimbreWithLove,"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?",Abuse,Negative
0,1468315952,Tue Apr 07 00:55:48 PDT 2009,NO_QUERY,Mel_xXx,"ias awake, but has to go into school today ",Education,Negative
0,1468321090,Tue Apr 07 00:57:42 PDT 2009,NO_QUERY,amberrrrr93,its the holidays and i still bloody insist on waking up at school times ,Education,Negative
0,1468334712,Tue Apr 07 01:02:25 PDT 2009,NO_QUERY,xcupcakekidx,"its already 1 in the a.m. I need to sleep, especially since I have to be at school for 12 hours ",Education,Negative
0,1468336500,Tue Apr 07 01:03:03 PDT 2009,NO_QUERY,bethasaurr,The one day i really need to go into school and i'm not well ,Education,Negative
0,1468337667,Tue Apr 07 01:03:28 PDT 2009,NO_QUERY,Operlence,I loved Mari Triniï¿½s songs when I was a child... ,General Child Topic,Negative
0,1468339296,Tue Apr 07 01:04:04 PDT 2009,NO_QUERY,stefaniemaqz,@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh,Education,Negative
0,1468353484,Tue Apr 07 01:09:14 PDT 2009,NO_QUERY,joelyuk,"In a queue for a ticket at Phantasialand. Looks busy, school holidays ftl. Silver Mine and Winjas Fear are closed too ",Education,Negative
0,1468386019,Tue Apr 07 01:21:02 PDT 2009,NO_QUERY,JTiambeng,wants to play resident evil but school and work getting in the way ,Education,Negative
0,1468389907,Tue Apr 07 01:22:32 PDT 2009,NO_QUERY,davidvisnov,school. and errands. without will  and that's the sad part,Education,Negative
0,1468395582,Tue Apr 07 01:24:35 PDT 2009,NO_QUERY,alisonortega,is NOT sleeping ....damnit. T-minus 4 hours and counting until i have to get the kids up for school ,Education,Negative
0,1468403421,Tue Apr 07 01:27:21 PDT 2009,NO_QUERY,emmjbs,school suxxx. wish i was on tourny again ,Education,Negative
0,1468405800,Tue Apr 07 01:28:15 PDT 2009,NO_QUERY,Li_nda,Going to school in twenty minutes. I have a head-ache T_T. I'm not looking forward to meeting my angry teacher ,Education,Negative
0,1468449589,Tue Apr 07 01:44:27 PDT 2009,NO_QUERY,Tim__ong,G'day. At the evil highschool right now ,Education,Negative
0,1468463979,Tue Apr 07 01:49:42 PDT 2009,NO_QUERY,tomvanberkel,Why do those project reports for school need so many words.. am 700 words short ,Education,Negative
0,1468466782,Tue Apr 07 01:50:41 PDT 2009,NO_QUERY,CJ592,@sminchin1977 sorry to hear you're unwell.  It's the school holiday syndrome again ,Education,Negative
0,1468488716,Tue Apr 07 01:59:07 PDT 2009,NO_QUERY,Kurono,"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... ",Education,Negative
0,1468492488,Tue Apr 07 02:00:21 PDT 2009,NO_QUERY,mixxxtape,I'm not ready for school yet ,Education,Negative
0,1468535027,Tue Apr 07 02:15:45 PDT 2009,NO_QUERY,Bruno108,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?,Education,Negative
0,1468548587,Tue Apr 07 02:20:48 PDT 2009,NO_QUERY,petebw,coffee @33 is turning into Starbucks (feral children-wise) ,General Child Topic,Negative
0,1468554814,Tue Apr 07 02:23:05 PDT 2009,NO_QUERY,mrhankmanthe3rd,@lauraEchilds fine I wont make it up to you  check your dm?,General Child Topic,Negative
0,1468560811,Tue Apr 07 02:25:15 PDT 2009,NO_QUERY,teenymunchkins,@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work ,General Child Topic,Negative
0,1468570896,Tue Apr 07 02:28:51 PDT 2009,NO_QUERY,tinker6274,mommy... is school closed today? ,Education,Negative
0,1468607733,Tue Apr 07 02:42:01 PDT 2009,NO_QUERY,ipodque,Creepy Outdoor on the speedway: Alli is now in Portugal... Seems not so good 4 losing weight  not healthy!,Health,Negative
0,1468629131,Tue Apr 07 02:49:46 PDT 2009,NO_QUERY,moximillian,"The nowhere land - not 100% sick, but definately not healthy either ",Health,Negative
0,1468634153,Tue Apr 07 02:51:34 PDT 2009,NO_QUERY,LisaSJo,"At school right now.. Just watched This is England, and I'm sorry to say that I didn't like it that much  Maby because I watched it here?",Education,Negative
0,1468636418,Tue Apr 07 02:52:25 PDT 2009,NO_QUERY,NathanA7X,"so tomorrow/today finishing up hmwk, getting over being sick, then getting ready for another day of school tomorrow ",Education,Negative
0,1468639310,Tue Apr 07 02:53:29 PDT 2009,NO_QUERY,BoltBabe,"oops havnt been on 4 a while... so much school work, hardly any time 4 myself!! ",Education,Negative
0,1468644867,Tue Apr 07 02:55:31 PDT 2009,NO_QUERY,Imatoughcookie,Spring break is over...school &amp; work are monsters that have taken over my life. Seriously! ,Education,Negative
0,1468646685,Tue Apr 07 02:56:10 PDT 2009,NO_QUERY,pauly,"@lancehenrikson just writ a @ticketbot thing, it is spamming people with tickets for bands with &quot;that word&quot; in. Probably children too ",General Child Topic,Negative
0,1468694428,Tue Apr 07 03:12:37 PDT 2009,NO_QUERY,Jayme1988,@Seamonkey86 I am on a healthy eating kick! I could only have shetland pony. ,Health,Negative
0,1468697350,Tue Apr 07 03:13:36 PDT 2009,NO_QUERY,jaybeean,just read R#42's amazing blog. so tired  don't want to go to school tomorrow either. hmmph ,Education,Negative
0,1468697384,Tue Apr 07 03:13:37 PDT 2009,NO_QUERY,rissuha,"i hate being awake!  going to school, western civ presentation andn a really awesome lunch.",Education,Negative
0,1468743733,Tue Apr 07 03:29:44 PDT 2009,NO_QUERY,sheisgiovanna,school time  ugh.,Education,Negative
0,1468749381,Tue Apr 07 03:31:33 PDT 2009,NO_QUERY,Czodzz,*yawn* time to get ready for school ,Education,Negative
0,1468751436,Tue Apr 07 03:32:14 PDT 2009,NO_QUERY,jxriz,Tdy school was rly boring. 6:31pm I was hoping it'd be 3pm so I could use the lapt longer...  Time passes rl fast.,Education,Negative
0,1468764411,Tue Apr 07 03:36:36 PDT 2009,NO_QUERY,wolfnation,"mum, where r u? your beloved children r hungry and starving at home  @superfluidstate",General Child Topic,Negative
0,1468780720,Tue Apr 07 03:41:55 PDT 2009,NO_QUERY,smileitsjordyn,school  whats up with this snow?,Education,Negative
0,1468782447,Tue Apr 07 03:42:30 PDT 2009,NO_QUERY,taralovesu,@mileycyrus aww I feel u u just woke up for school  hopefully I'll meet u today hah &lt;3,Education,Negative
0,1468786597,Tue Apr 07 03:43:51 PDT 2009,NO_QUERY,taralovesu,@mileycyrus awe I feel u i just woke up for school  hopefully we both have a better rest of the day.. &amp; I hope that includes meeting u lol,Education,Negative
0,1468789247,Tue Apr 07 03:44:43 PDT 2009,NO_QUERY,LeezeArray,"@Maeny Hahah, same here. I dropped out after elementary school. But I can't move to the U.S. without high school graduation.  German. U?",Education,Negative
0,1468797136,Tue Apr 07 03:47:07 PDT 2009,NO_QUERY,luannem,@kariajay When I was in school I thought I'd be a millionaire at 20 and retire at 21  Look at me today :-P,Education,Negative
0,1468811971,Tue Apr 07 03:51:52 PDT 2009,NO_QUERY,SophiaS_,4 hours of school this afternoon ,Education,Negative
0,1468819053,Tue Apr 07 03:54:04 PDT 2009,NO_QUERY,Lamb37,WTF!?!?!? WHY is it snowing in April!?!?!?!?!?!?!?! Makes school THAT much crapier ,Education,Negative
0,1468820544,Tue Apr 07 03:54:32 PDT 2009,NO_QUERY,AshtonTaylor,"feelin sick.  can't slow down though...school, other school, rehearsal, tennis match, rehearsal again.",Education,Negative
0,1468829780,Tue Apr 07 03:57:23 PDT 2009,NO_QUERY,colleen33,School...  but at least theres only 2 more days till break!,Education,Negative
0,1468832538,Tue Apr 07 03:58:15 PDT 2009,NO_QUERY,nohemitino,in super taco. I have to walk to school.  and im testing today! DX,Education,Negative
0,1468833927,Tue Apr 07 03:58:41 PDT 2009,NO_QUERY,swimmingfishy,Going to school and enjoying my last day as a 16 year old  but  too,Education,Negative
0,1468842279,Tue Apr 07 04:00:59 PDT 2009,NO_QUERY,GeorginaHiley,worst day at school 2day i hate Ellen and Jaime there soo horrible ,Education,Negative
0,1468851200,Tue Apr 07 04:03:49 PDT 2009,NO_QUERY,olympiahoops,"@loisheilig That's understandable. Mine is in the summer, so I was never the birthday girl in school ",Education,Negative
0,1468854371,Tue Apr 07 04:04:49 PDT 2009,NO_QUERY,LucasLover321,Yawn!! Just got up. Getting ready for school. ,Education,Negative
0,1468857863,Tue Apr 07 04:05:53 PDT 2009,NO_QUERY,NadMircella,just got home from school. had a long day in school today! ,Education,Negative
0,1468864740,Tue Apr 07 04:08:00 PDT 2009,NO_QUERY,marzbfly,just missed one of the most important parties in my highschool life ,Education,Negative
0,1468864914,Tue Apr 07 04:08:03 PDT 2009,NO_QUERY,Lauren_Jade_X,Grrr I Hate School Thank God It Is The Easter Holidays But Still I Have Homework ,Education,Negative
0,1468866306,Tue Apr 07 04:08:29 PDT 2009,NO_QUERY,UmmUthman,sitting in the school library passing time till I go home. It sucks when you start to not like your job because of your boss ,Education,Negative
0,1468876632,Tue Apr 07 04:11:39 PDT 2009,NO_QUERY,Serena_xo,sickk   in class essay tomorrow last day of school on thurs woooohhh,Education,Negative
0,1468879762,Tue Apr 07 04:12:39 PDT 2009,NO_QUERY,daniellecarterr,Dreading school today and tomorrow. Im going to get in sooo much trouble one of the two days. ,Education,Negative
0,1468885660,Tue Apr 07 04:14:27 PDT 2009,NO_QUERY,Laaaurrren,Ugh  no school pleaseeeee &lt;/3,Education,Negative
0,1468900718,Tue Apr 07 04:18:55 PDT 2009,NO_QUERY,alexcentomo,"omg i slept 2 hours, this sucks. now i'm off to school until 5:30  then i have to memorize my french oral and study for exams :'( too much",Education,Negative
0,1468907603,Tue Apr 07 04:20:55 PDT 2009,NO_QUERY,Amib70,okay wow apparently my bus already went by. now i have to walk like two miles to my school ,Education,Negative
0,1468918031,Tue Apr 07 04:24:01 PDT 2009,NO_QUERY,Dominiquegary,At the school for the disttict track meet. I don't wanna go ,Education,Negative
0,1468930888,Tue Apr 07 04:27:36 PDT 2009,NO_QUERY,nicktesto,Starbucks. I need coffee!!!!!! Then school ,Education,Negative
0,1468932582,Tue Apr 07 04:28:05 PDT 2009,NO_QUERY,w1zzy,"Ah the sweet sound of chaos that is school holidays, I wish I was fit to work all day and let wifey deal with this..alas it's not to be ",Education,Negative
0,1468936235,Tue Apr 07 04:29:09 PDT 2009,NO_QUERY,houlieoin,@stroughtonsmith fuck why couldn't they hold it on a weekend I have school ,Education,Negative
0,1468946251,Tue Apr 07 04:31:58 PDT 2009,NO_QUERY,MissChelC,Blah sick not going to school today ,Education,Negative
0,1468952362,Tue Apr 07 04:33:41 PDT 2009,NO_QUERY,alixwilliams,"goood morning sheffield, who the fuck text me this morning? a kfc and 3 mc'ds in 2 days is not healthy ",Health,Negative
0,1468956406,Tue Apr 07 04:34:49 PDT 2009,NO_QUERY,mollyshort,"Im tidying my room, Why are school holidays so boring? ",Education,Negative
0,1468962261,Tue Apr 07 04:36:27 PDT 2009,NO_QUERY,BohemianNerd,is killing trees... I mean downloading important educational research ,Education,Negative
0,1468970654,Tue Apr 07 04:38:50 PDT 2009,NO_QUERY,SpazzySabrina,School/workout/home/homework ,Education,Negative
0,1468983948,Tue Apr 07 04:42:31 PDT 2009,NO_QUERY,ChristinaNikole,"Is absolutely sick of riding the bus, sick of school and sick of living so far from the church. what an attitude!!! ",Education,Negative
0,1468984251,Tue Apr 07 04:42:37 PDT 2009,NO_QUERY,AleCherry,aaa migraine  poo k time to go to school i slept in  buaaa hate tuesdays 8-8 =(,Education,Negative
0,1468984375,Tue Apr 07 04:42:39 PDT 2009,NO_QUERY,estheresses,Go too the schoolll  i have sleeeppp,Education,Negative
0,1468989747,Tue Apr 07 04:44:09 PDT 2009,NO_QUERY,MrsApollo19,"Ugh, school  i hate coming early and just sitting at my locker.",Education,Negative
0,1468990524,Tue Apr 07 04:44:20 PDT 2009,NO_QUERY,xtirsa,"back from school, now doing the papers ",Education,Negative
0,1468992150,Tue Apr 07 04:44:47 PDT 2009,NO_QUERY,Cidtalk,"When I think of all the unsavory things I've done in my life, the most guilt comes from waking a kid for school..seems soooo cruel. ",Education,Negative
0,1469021336,Tue Apr 07 04:52:28 PDT 2009,NO_QUERY,omgitsKatiebee,Going to starbucks!! Then school  first period is French. Zut! Je n'a pas fait mes devoirs francais.,Education,Negative
0,1469023535,Tue Apr 07 04:53:02 PDT 2009,NO_QUERY,julie_luv,It's too early to be at school... It's 6:50 ugh.... ,Education,Negative
0,1469025494,Tue Apr 07 04:53:35 PDT 2009,NO_QUERY,PaulaFanx13,Gonna go to school in about 40min ,Education,Negative
0,1469025922,Tue Apr 07 04:53:41 PDT 2009,NO_QUERY,dancer_manda,"is getting ready, then school! tooo early ",Education,Negative
0,1469035713,Tue Apr 07 04:56:12 PDT 2009,NO_QUERY,illanzadi,"Almost at school. More ERBs.  and I have to bring in my back pack, and poster board and cake for a project. This may not turn out well.",Education,Negative
0,1469043536,Tue Apr 07 04:58:14 PDT 2009,NO_QUERY,yazza9,"Right away to start on some school work, snooze  xx",Education,Negative
0,1469045781,Tue Apr 07 04:58:50 PDT 2009,NO_QUERY,slizbiz,i miss going to school ,Education,Negative
0,1469055507,Tue Apr 07 05:01:12 PDT 2009,NO_QUERY,nicklover411,Ew the snow is still here! i have school today! ,Education,Negative
0,1469069159,Tue Apr 07 05:04:36 PDT 2009,NO_QUERY,6ftunderthestar,Ugh school I hate you. Why do you make me get up so early? ,Education,Negative
0,1469098139,Tue Apr 07 05:11:40 PDT 2009,NO_QUERY,PatrickInChcago,"Workin the election, driving round checking on judges and eqip... sick. So much more fun when healthy. ",Health,Negative
0,1469107859,Tue Apr 07 05:14:00 PDT 2009,NO_QUERY,mrhankmanthe3rd,@lauraEchilds ohhhh  but I will be ever so sad and you know you need to talk to me atleast once aday!,General Child Topic,Negative
0,1469123110,Tue Apr 07 05:17:36 PDT 2009,NO_QUERY,vivianvl,so looks like i'll be going to school ,Education,Negative
0,1469127744,Tue Apr 07 05:18:41 PDT 2009,NO_QUERY,TaylorHale,On the bus off to school... Boo. Making up the biology test today. ,Education,Negative
0,1469128722,Tue Apr 07 05:18:54 PDT 2009,NO_QUERY,Pawel_Sarkowicz,"Well I'm gonna go get ready for school, then I'm going to school ",Education,Negative
0,1469152398,Tue Apr 07 05:24:23 PDT 2009,NO_QUERY,mrhankmanthe3rd,@lauraEchilds noooooo  don't make me cry,General Child Topic,Negative
0,1469162670,Tue Apr 07 05:26:43 PDT 2009,NO_QUERY,britt_lee,Ugh i hate being sick i would rather be at school then be sick right now. ,Education,Negative
0,1469163602,Tue Apr 07 05:26:55 PDT 2009,NO_QUERY,bluellama30,School  Why couldn't I be sick today! ,Education,Negative
0,1469170417,Tue Apr 07 05:28:29 PDT 2009,NO_QUERY,cayceleigh,"Ugh I feel like death. I just wanna go back to sleep, the only thing making me go to school is dumb precal quiz ",Education,Negative
0,1469187446,Tue Apr 07 05:32:10 PDT 2009,NO_QUERY,johnheather04,"Getting ready for school, can't seem to focus my eyes yet...not a good sleep. ",Education,Negative
0,1469189982,Tue Apr 07 05:32:44 PDT 2009,NO_QUERY,singinqt89,okie doke. going to school. hopefully i'll feel better throughout the day.  here goes nothing...,Education,Negative
0,1469216231,Tue Apr 07 05:38:29 PDT 2009,NO_QUERY,xoDREAMERxo,School again... ,Education,Negative
0,1469223146,Tue Apr 07 05:39:59 PDT 2009,NO_QUERY,gracelessbeauty,@MaryBethune I'm great thanks! Ugh! I have school today. ,Education,Negative
0,1469237208,Tue Apr 07 05:42:58 PDT 2009,NO_QUERY,gracelessbeauty,@MaryBethune I hate school right now! You are lucky you don't have to go! ,Education,Negative
0,1469260699,Tue Apr 07 05:48:01 PDT 2009,NO_QUERY,anJelicamonreal,blow drying my hair and getting ready to go to school ,Education,Negative
0,1469270611,Tue Apr 07 05:50:07 PDT 2009,NO_QUERY,Emmmmmxx3,"stayed home from school, lost all my feeling in my right arm i doubt because of my broken finger(typing with one hand is harrddd) ",Education,Negative
0,1469285863,Tue Apr 07 05:53:15 PDT 2009,NO_QUERY,hpgirl1129,Last day of health class  so sad. @TomFelton those pancakes sound good! can i have some?,Health,Negative
0,1469291534,Tue Apr 07 05:54:27 PDT 2009,NO_QUERY,becks1126,@grift24 lol gladly! i made a lot! but I can't bring it to school ,Education,Negative
0,1469293101,Tue Apr 07 05:54:48 PDT 2009,NO_QUERY,EileenJay,"@GirlsGoneChild i'm sorry... go hold that little fable and inhale. feel better, sweet rebecca... ",General Child Topic,Negative
0,1469305335,Tue Apr 07 05:57:22 PDT 2009,NO_QUERY,MissLanee,They are out of breakfast at school.  i want my smoothie,Education,Negative
0,1469309528,Tue Apr 07 05:58:13 PDT 2009,NO_QUERY,Joltfitness,"Long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge McDonnalds dinner   people need to learn about health food",Health,Negative
0,1469309708,Tue Apr 07 05:58:16 PDT 2009,NO_QUERY,klausy,"@KINGFISHER300 You cant just pull out troops like that, troops protect civilians (Women and children) from Militia  its a slow process",General Child Topic,Negative
0,1469332264,Tue Apr 07 06:02:39 PDT 2009,NO_QUERY,honesteyes,Please don't call school off. ,Education,Negative
0,1469339024,Tue Apr 07 06:03:57 PDT 2009,NO_QUERY,keriland,keeping Belle home from school for the 2nd day in a row.  Ear infection and crazy seal-sounding cough. ,Education,Negative
0,1469343461,Tue Apr 07 06:04:50 PDT 2009,NO_QUERY,SYNfulCHRISTian,so tired but have to get ready for school ,Education,Negative
0,1469393203,Tue Apr 07 06:14:30 PDT 2009,NO_QUERY,betterbeniley,"stayed home from school again, i ache ",Education,Negative
0,1469394702,Tue Apr 07 06:14:48 PDT 2009,NO_QUERY,mrhankmanthe3rd,@lauraEchilds  you are enjoying this far far too much!,General Child Topic,Negative
0,1469413196,Tue Apr 07 06:18:16 PDT 2009,NO_QUERY,Andcin,at school on another makeup day and sill hatin it ,Education,Negative
0,1469449107,Tue Apr 07 06:24:58 PDT 2009,NO_QUERY,ericmayphoto,there are days when I am so thankful my daughter goes to her school!!!  Today is one of those days... everything I say has been a fight ,Education,Negative
0,1469471155,Tue Apr 07 06:29:03 PDT 2009,NO_QUERY,pinniebunnie,work work n more work with the occasional moan from a very moody teenager!!!!!! I h8 the school holidays ,Education,Negative
0,1469475061,Tue Apr 07 06:29:45 PDT 2009,NO_QUERY,Purplestarz2006,"Back at school.  But on the bright side, it's S2C podcast night tonight!",Education,Negative
0,1469495372,Tue Apr 07 06:33:20 PDT 2009,NO_QUERY,taralovesu,@mileycyrus school ugh me too ,Education,Negative
0,1469499396,Tue Apr 07 06:34:05 PDT 2009,NO_QUERY,xxmzangel,"@bradradke lol at least you're eating something this morning, i couldnt cuz i was rushed out the door to school :@ ",Education,Negative
0,1469501081,Tue Apr 07 06:34:22 PDT 2009,NO_QUERY,amberbabyz,was at school before 7:00 this mornin ,Education,Negative
0,1469521947,Tue Apr 07 06:38:07 PDT 2009,NO_QUERY,_Just_Shannon_,I don't want to go to school!!! I feel awful!  Stupid anxiety attacks kill me!!,Education,Negative
0,1469548984,Tue Apr 07 06:42:58 PDT 2009,NO_QUERY,AriellaRyan,Really miss &quot;real&quot; college. . Def not the same vibe at hair school. . ,Education,Negative
