target,ids,date,flag,user,text,theme,sentiment
4,1468432994,Tue Apr 07 01:38:14 PDT 2009,NO_QUERY,dcholland,"He abolished taxes for doctors, teachers, priests and educational institutions! (emphasis added) An enlightened warlord? ",Education,Positive
4,1468433966,Tue Apr 07 01:38:36 PDT 2009,NO_QUERY,BADent,not liking the idea of school all day :/ but hopefully after i'll be able to work out then GO OUT ,Education,Positive
4,1468459523,Tue Apr 07 01:48:02 PDT 2009,NO_QUERY,chummy828,"@yipikiyayey21 ok kewl, juz let the Children's Church know kc they're in need, or in the words of daniel, 'desperate' of a musician ",General Child Topic,Positive
4,1468461012,Tue Apr 07 01:48:37 PDT 2009,NO_QUERY,juliecj,@MyAppleStuff I'm just going to make peanut butter on toast!! Not as healthy as yours ,Health,Positive
4,1468463159,Tue Apr 07 01:49:23 PDT 2009,NO_QUERY,depping,"creating a health check report, all these red dots, this can't be good ",Health,Positive
4,1468473576,Tue Apr 07 01:53:19 PDT 2009,NO_QUERY,cos1042,@studarby Schools are off but I have an assignment on non-fiction writing due in next Friday! ,Education,Positive
4,1468502238,Tue Apr 07 02:03:45 PDT 2009,NO_QUERY,andreaj_murray,I LOVE having the freedom to share the Gospel with my 5th and 6th graders in school!  Not to mention getting to pray with them everyday. ,Education,Positive
4,1468503878,Tue Apr 07 02:04:20 PDT 2009,NO_QUERY,yellowpark,@charmermark that's the photo when you parked in the parent and child bah. hahaha ,General Child Topic,Positive
4,1468529750,Tue Apr 07 02:13:47 PDT 2009,NO_QUERY,by_mihni,my is school comtuper chat makeing ,Education,Positive
4,1468585063,Tue Apr 07 02:33:47 PDT 2009,NO_QUERY,nezzle,@_pants_ You should do children's books. ,General Child Topic,Positive
4,1468597748,Tue Apr 07 02:38:20 PDT 2009,NO_QUERY,weinerburger,"just got home from work  @f_florentina  heyyyy, how was the phoro studio thinggy? you coming to school tomorrow?",Education,Positive
4,1468613948,Tue Apr 07 02:44:18 PDT 2009,NO_QUERY,theknickermafia,@thepetshopboy another 80's/90's child  thanks for the reblip   ? http://blip.fm/~3xayt,General Child Topic,Positive
4,1468626537,Tue Apr 07 02:48:49 PDT 2009,NO_QUERY,kylex3,"Hi guys. In school at the moment, just chilling. Finished ICT coursework, woot woot.  @jeanbridges Hi!",Education,Positive
4,1468653028,Tue Apr 07 02:58:28 PDT 2009,NO_QUERY,maddmck,yes yes yes last day of school tomorrow oh and i need to do something on thursday so if your free call me/ myspace me hahahh ,Education,Positive
4,1468654879,Tue Apr 07 02:59:08 PDT 2009,NO_QUERY,TGsFM,@Lilylauren I wish I went to that school  ,Education,Positive
4,1468670508,Tue Apr 07 03:04:16 PDT 2009,NO_QUERY,aneurexorcyst,@joek949 Yep - didn't get too drunk though. Gotta think of health and my wallet ,Health,Positive
4,1468670876,Tue Apr 07 03:04:24 PDT 2009,NO_QUERY,micburns,FREE FOOD OFFER! www.graze.com with this code: PGT5MB8T - healthy snacks delivered to your desk.. yummilicious ,Health,Positive
4,1468671050,Tue Apr 07 03:04:28 PDT 2009,NO_QUERY,mariih,"ok, i'm off to school. i'll stop bothering everyone lol wish me luck at school ",Education,Positive
4,1468697493,Tue Apr 07 03:13:39 PDT 2009,NO_QUERY,llamacroft,son tells me that mars bars are ridiculously unhealthy ,Health,Positive
4,1468699634,Tue Apr 07 03:14:24 PDT 2009,NO_QUERY,Paddy,Designing a promotional pieces for an 80/90s old school music night... just finished my youtube inspiration playlist...  brilliance...,Education,Positive
4,1468699672,Tue Apr 07 03:14:25 PDT 2009,NO_QUERY,KimBlairwitch,"Children are like sponges, they soak up all the love you give but with just one squeeze you get it all back  xx.",General Child Topic,Positive
4,1468712213,Tue Apr 07 03:18:50 PDT 2009,NO_QUERY,Hanri_,"Going to a health inspection tomorrow. Employer wants to know if I'm fit for the job. I've been working here for, what, 4 months? Ha ha. ",Health,Positive
4,1468712501,Tue Apr 07 03:18:56 PDT 2009,NO_QUERY,The_Rooster,@ihealth many thanks for the mention of Podcasters Emporium ,Health,Positive
4,1468724733,Tue Apr 07 03:23:13 PDT 2009,NO_QUERY,gl0ria,"@childsi  thanks, hope your meeting goes well ",General Child Topic,Positive
4,1468727669,Tue Apr 07 03:24:16 PDT 2009,NO_QUERY,judyking,@NickWilson have you seen this list of Science places? http://bit.ly/slscience link there to SLHealthy wiki as well ,Health,Positive
4,1468727918,Tue Apr 07 03:24:22 PDT 2009,NO_QUERY,kelllllxx,"going to school, then working out, calendario for italiano, then uconn gamee  good luckk girliiies !",Education,Positive
4,1468740644,Tue Apr 07 03:28:40 PDT 2009,NO_QUERY,mileyobsessed,"@crazykaren yeah  love the caramellow ones!!! only two more days intil easter break .... im so excited, the stress of school left behind!",Education,Positive
4,1468743203,Tue Apr 07 03:29:33 PDT 2009,NO_QUERY,flyindyvidual,woke up xtra early thinkinq i was about to miss the maqic school bus...wtf lol ; boutta watch some tv ,Education,Positive
4,1468770551,Tue Apr 07 03:38:42 PDT 2009,NO_QUERY,teeahhurie,@hayl3s not problemed just a child ,General Child Topic,Positive
4,1468785529,Tue Apr 07 03:43:31 PDT 2009,NO_QUERY,Miamoodles,is having a ham roast on saturday night after lots of travel!!  yay for easter and being the only child for the weekend ,General Child Topic,Positive
4,1468786294,Tue Apr 07 03:43:45 PDT 2009,NO_QUERY,sophie30,has just got up.. ahh i love school holidays ,Education,Positive
4,1468789121,Tue Apr 07 03:44:41 PDT 2009,NO_QUERY,Denicepilze,is @ school.  --'  Just gaming and listening music  This is live..,Education,Positive
4,1468803231,Tue Apr 07 03:49:05 PDT 2009,NO_QUERY,JonahCanFlyy,Just Woke Up / So Tired / School Now / Blahh / Checkk Out My New Blog On My Myspace / ,Education,Positive
4,1468803739,Tue Apr 07 03:49:15 PDT 2009,NO_QUERY,Maddih,omg stephen fry is back in england. im in the same counrty as stephen fry. this is making me a little too excited for it to be healthy. ,Health,Positive
4,1468820291,Tue Apr 07 03:54:27 PDT 2009,NO_QUERY,enzo_tedeschi,"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game ",Health,Positive
4,1468820811,Tue Apr 07 03:54:36 PDT 2009,NO_QUERY,cancerianqueen,Totally bought High School Musical 3 today... and it was meant to be released tomorrow.  Also bought a Wii Remote charger!,Education,Positive
4,1468833927,Tue Apr 07 03:58:41 PDT 2009,NO_QUERY,swimmingfishy,Going to school and enjoying my last day as a 16 year old  but  too,Education,Positive
4,1468836230,Tue Apr 07 03:59:24 PDT 2009,NO_QUERY,Dicoach,"Getting read 4 a good day. Yesterday, couldn't get focused and drank too much coffee. Back to healthier tea 2day! ",Health,Positive
4,1468837404,Tue Apr 07 03:59:46 PDT 2009,NO_QUERY,IrvTheSwirv,@makethingstalk yeah... his mum was our school secretary! ,Education,Positive
4,1468853191,Tue Apr 07 04:04:27 PDT 2009,NO_QUERY,jes_b,"nice weather!I feel energetic and healthy,I might even go run later today  maybe.... ;-)",Health,Positive
4,1468869725,Tue Apr 07 04:09:35 PDT 2009,NO_QUERY,pekepuggle,Downloading some apps then going to school! Bye ,Education,Positive
4,1468870031,Tue Apr 07 04:09:41 PDT 2009,NO_QUERY,corruption_x,"Off to easter school for two hours. Double music, yay!  Xx",Education,Positive
4,1468870246,Tue Apr 07 04:09:45 PDT 2009,NO_QUERY,kati_rose,"On the bus now, my freaking headphones are at school, i cant jam out to those rainy day sad songs that remind me of my pathetic life.  ",Education,Positive
4,1468884711,Tue Apr 07 04:14:10 PDT 2009,NO_QUERY,DaveScouller,"At birdworld and the place is full of kids, I'm the only one without a child in toe... Easter holidays for you ",General Child Topic,Positive
4,1468901394,Tue Apr 07 04:19:06 PDT 2009,NO_QUERY,steelergurl,"@jeffmello yeah yeah yeah lol. Ill figure out something. Im childfree a lot on wknds yet still, at home ",General Child Topic,Positive
4,1468901500,Tue Apr 07 04:19:08 PDT 2009,NO_QUERY,magicmattyo,Going to school then baseball if it doesn't get canceled because of the rain. Jammin 101 is coming back soon!!  http://jammin101online.com,Education,Positive
4,1468903523,Tue Apr 07 04:19:46 PDT 2009,NO_QUERY,amazinghilary14,gonna go to school. be back around 4 ,Education,Positive
4,1468918044,Tue Apr 07 04:24:01 PDT 2009,NO_QUERY,f_florentina,@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro  oh oli pood tday! ;D,Education,Positive
4,1468919848,Tue Apr 07 04:24:32 PDT 2009,NO_QUERY,whatever_freak,"@TomFelton Cash in the Attic is OK, I prefer Homes Under the Hammer, haha  I do love being off school...",Education,Positive
4,1468935966,Tue Apr 07 04:29:04 PDT 2009,NO_QUERY,Xeen,"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section ",General Child Topic,Positive
4,1468936672,Tue Apr 07 04:29:16 PDT 2009,NO_QUERY,m141020,Im getting ready for school. It's the last day of LEAP testing ,Education,Positive
4,1468938119,Tue Apr 07 04:29:41 PDT 2009,NO_QUERY,Naoij,@Billy3G Well that's what school is about: getting your beauty sleep befor the long night ahead.  Been there done that &amp; Miss it!,Education,Positive
4,1468952502,Tue Apr 07 04:33:43 PDT 2009,NO_QUERY,xXDulceXx,so i'm up! lol getting ready for another enthusiastic day at school!  ugh! so boring!,Education,Positive
4,1468952987,Tue Apr 07 04:33:52 PDT 2009,NO_QUERY,alexx29,just arrived at school traffic was terrible! English &amp; History trimesters then off for 2 weeks ,Education,Positive
4,1468955623,Tue Apr 07 04:34:35 PDT 2009,NO_QUERY,xxmzangel,blahh getting read to go to school..gotta get thru today then 2 more days till the long weekend. ,Education,Positive
4,1468956216,Tue Apr 07 04:34:46 PDT 2009,NO_QUERY,Shimansky,On my way to school.  Gonna get Erica H. Suspended ,Education,Positive
4,1468971993,Tue Apr 07 04:39:12 PDT 2009,NO_QUERY,kat_23,"school soon...  meeting with statistics Canada afterwards, mitchell over tonight ",Education,Positive
4,1468972344,Tue Apr 07 04:39:19 PDT 2009,NO_QUERY,pamelarosee,not going to school today. ,Education,Positive
4,1468973872,Tue Apr 07 04:39:44 PDT 2009,NO_QUERY,jonANTH0NY,@frannis wow my ninja! at least you'll be ready for worship leader school after.. chaha  PASTOR FRANCIS RRRRRRRRIGOR!,Education,Positive
4,1468973959,Tue Apr 07 04:39:45 PDT 2009,NO_QUERY,VicMres2009,Is getting Ready for another day of school. Wish Me luck. I?U-All ,Education,Positive
4,1468973990,Tue Apr 07 04:39:45 PDT 2009,NO_QUERY,eleonor,had a lovely dinner with some gfs to celebrate my school mate Bec's bday today. Nice to catch up with them over some interesting convos ,Education,Positive
4,1468990656,Tue Apr 07 04:44:22 PDT 2009,NO_QUERY,LiddoMissJONAS,school D : FUCK im gonna be late. LIKE ALWAYS ! well atleast i have one more day of school  on the down side i can't go meet my idol.,Education,Positive
4,1468990944,Tue Apr 07 04:44:28 PDT 2009,NO_QUERY,benedictm,@Moonflowerchild oh god. how can something as simple as Twitter be so complicated ,General Child Topic,Positive
4,1469010219,Tue Apr 07 04:49:34 PDT 2009,NO_QUERY,_jmsp,"@mysteriousblog Aww.. School can get a little monotonous/suck, but cheer up!  I kind of wish I could go back to high school..",Education,Positive
4,1469028755,Tue Apr 07 04:54:25 PDT 2009,NO_QUERY,ohsnapandrew,@nuggetstump hey there  texas is cold! the music is going goooood. i havent had time to do much with it lately because of school though ):,Education,Positive
4,1469047417,Tue Apr 07 04:59:17 PDT 2009,NO_QUERY,mrhankmanthe3rd,Now that's facial hair laura childs  http://twitpic.com/2yb4q,General Child Topic,Positive
4,1469048852,Tue Apr 07 04:59:40 PDT 2009,NO_QUERY,kingoushka,"Chicken Roll menu for luch today..  I  know, not very healthy, but from time to time it's not that bad..  ",Health,Positive
4,1469067481,Tue Apr 07 05:04:10 PDT 2009,NO_QUERY,GiveMeSpace,"Gonna Bring A REeally Old Broken Phone To School , And Say Its Mine ",Education,Positive
4,1469087567,Tue Apr 07 05:09:03 PDT 2009,NO_QUERY,mrhankmanthe3rd,@lauraEchilds you love that I'm naked and I  just went in the shower so HA!! And you love losers cos you keep talking to me ,General Child Topic,Positive
4,1469087571,Tue Apr 07 05:09:03 PDT 2009,NO_QUERY,brittneymoore,"@saulyoung lol, that makes me happy! when he was in college my bro introduced it to me. one of the many things his education taught him! ",Education,Positive
4,1469087852,Tue Apr 07 05:09:07 PDT 2009,NO_QUERY,AliceCullen95, im not going to school today!,Education,Positive
4,1469088793,Tue Apr 07 05:09:21 PDT 2009,NO_QUERY,uSchoolme,All engines are go :-D Will be interesting to see where uSchoolme goes. Just remember it all started here ,Education,Positive
4,1469090618,Tue Apr 07 05:09:51 PDT 2009,NO_QUERY,NativeVermonter,"@johnlfrancis If you ever need a fellow elder or Sunday school, education, youth guy then I would be your man but can't sing worth a lick ",Education,Positive
4,1469091059,Tue Apr 07 05:09:57 PDT 2009,NO_QUERY,kateefranklin,@erichanko hah thanks for that... i really meant whennnn is school over... may 9th the fun begins ,Education,Positive
4,1469129790,Tue Apr 07 05:19:10 PDT 2009,NO_QUERY,MultiMatt,Started off the first day of my 44th year riding the HealthRider for 30 minutes. It's going to be a good day! Birthday lunch AND dinner! ,Health,Positive
4,1469130131,Tue Apr 07 05:19:14 PDT 2009,NO_QUERY,KaylaaBabyy,getting dolled up for school...picture day today ,Education,Positive
4,1469155366,Tue Apr 07 05:25:05 PDT 2009,NO_QUERY,hayleex3patd,2 days of school left this week and im beyond excited for saturday!!!! ,Education,Positive
4,1469173871,Tue Apr 07 05:29:15 PDT 2009,NO_QUERY,CopperBeagle,@HappyHealthyPup Thankyou we are working on it ,Health,Positive
4,1469175060,Tue Apr 07 05:29:33 PDT 2009,NO_QUERY,klee54,My sister and niece visited this weekend. We celebrated Sarah's 18th birthday. Now all of the children in our family have grown up. ,General Child Topic,Positive
4,1469199465,Tue Apr 07 05:34:49 PDT 2009,NO_QUERY,myso,"@Lanakynd Lets DRINK OUR MONAVIE for our health and stanama, and SAY A PRAYER for our souls and we can get thru anything...  ",Health,Positive
4,1469200301,Tue Apr 07 05:35:01 PDT 2009,NO_QUERY,Shaylei,Off to school. Get to leave at 11. Lunch with Lejewski. Track at Kelly.  justonedance&lt;3,Education,Positive
4,1469223132,Tue Apr 07 05:39:58 PDT 2009,NO_QUERY,ItsSaraTime,Getting ready to go to school. It feels like i just had 10 energy drinks! Im hyperrr. ,Education,Positive
4,1469246058,Tue Apr 07 05:44:50 PDT 2009,NO_QUERY,jsalada,can't wait to be done with school forever! Less than 40 days ,Education,Positive
4,1469246097,Tue Apr 07 05:44:51 PDT 2009,NO_QUERY,nav007,Future for ambulances? http://news.bbc.co.uk/1/hi/health/7986460.stm i want one! ,Health,Positive
4,1469266675,Tue Apr 07 05:49:16 PDT 2009,NO_QUERY,LadyProducHer,@ahdchild  Hi there friend! Yeah that would not have been a good thing!,General Child Topic,Positive
4,1469267672,Tue Apr 07 05:49:30 PDT 2009,NO_QUERY,VKLawton,@imogenfreeland You're not alone luvvie! This is like like high school ALL over again ,Education,Positive
4,1469269790,Tue Apr 07 05:49:56 PDT 2009,NO_QUERY,iSkaterChick,Headed to school. blah lol. can't wait for the game tonight!!! ,Education,Positive
4,1469290733,Tue Apr 07 05:54:17 PDT 2009,NO_QUERY,itzvalerie,"One more day at school, one more day closer to the end of the semester. ",Education,Positive
4,1469293166,Tue Apr 07 05:54:48 PDT 2009,NO_QUERY,apattys,"@DPinky haha still  and, there is only 17 school days left,not 21.",Education,Positive
4,1469314687,Tue Apr 07 05:59:18 PDT 2009,NO_QUERY,syzygy,"is sleepily doing the window-shopping thing with the children at ToysRUs.. although they don't do the toy I want, we're all resisting ",General Child Topic,Positive
4,1469315605,Tue Apr 07 05:59:31 PDT 2009,NO_QUERY,darylhunter,Taking the big 4 year old to preschool with enough donuts to make the teachers crazy ,Education,Positive
4,1469342018,Tue Apr 07 06:04:32 PDT 2009,NO_QUERY,darrengreene,@icedcoffee it should be fun with AnimalRights going ,Child Rights,Positive
4,1469369289,Tue Apr 07 06:09:57 PDT 2009,NO_QUERY,tessthetraveler,"@RaisingLuna I really draw, yes  I'm no pro but I've got experience. 5yrs of art class in high school + creative degree = always drawing!",Education,Positive
4,1469422835,Tue Apr 07 06:20:09 PDT 2009,NO_QUERY,TezMillerOz,"@BookThingo I want to read P. D. James's THE CHILDREN OF MEN, though - interesting premise. Yay for futuristics! ",General Child Topic,Positive
4,1469422932,Tue Apr 07 06:20:09 PDT 2009,NO_QUERY,Sophhs,"i'm home from school, yay!  wasn't that bad actually, and i had a nice dinner with graceeeeee.",Education,Positive
4,1469447169,Tue Apr 07 06:24:37 PDT 2009,NO_QUERY,sami78,@Mileycyrus i love jesus too  and im getting ready for school  (&lt;3),Education,Positive
4,1469447592,Tue Apr 07 06:24:41 PDT 2009,NO_QUERY,Sahbby,@mileycyrus yess I do ! and im in boston for a college fair and not school  hahaa,Education,Positive
4,1469449840,Tue Apr 07 06:25:05 PDT 2009,NO_QUERY,slowp0ke,"@ddlovato i've been at school since yesterday ! GOOD MORNING DEMI LOVATO , im a fan from canada ! ",Education,Positive
4,1469475011,Tue Apr 07 06:29:44 PDT 2009,NO_QUERY,rovert122333,stayed home from school today. got a new stove. haha ,Education,Positive
4,1469503107,Tue Apr 07 06:34:45 PDT 2009,NO_QUERY,laurenantonio,"good morning, twitterers!  up and getting ready for school...someone put my car on auto-pilot so i can sleep on the way!",Education,Positive
4,1469505202,Tue Apr 07 06:35:08 PDT 2009,NO_QUERY,AverillPessin,"@dmgursky On paper, &quot;almonds &amp; green tea&quot; seems like a healthy breakfast...until you understand just how obscene the AMOUNT of almonds is ",Health,Positive
4,1469505567,Tue Apr 07 06:35:12 PDT 2009,NO_QUERY,sabrinaxx,@J_xox i js cheked exam timetable..i got exam on 20th may &amp; then dont go back to school till 1st june..so fink il probss go  xx,Education,Positive
4,1469557727,Tue Apr 07 06:44:32 PDT 2009,NO_QUERY,FleurxMcFLY,Finally !! School's out. Now at home ,Education,Positive
4,1469558732,Tue Apr 07 06:44:43 PDT 2009,NO_QUERY,paulmerrison,Tune of the day: &quot;There's no such thing as Mermaids&quot;.  Sounds like a slab of old-school Chicane ,Education,Positive
4,1469586652,Tue Apr 07 06:49:42 PDT 2009,NO_QUERY,SALLYhxX,i didntt have anything healthy in the end.. i just had tomato soup and brown bread burr brown breads healthy ,Health,Positive
4,1469589418,Tue Apr 07 06:50:11 PDT 2009,NO_QUERY,GreenMonkeylife,"working on our Mother's Day Balanced Gift Guide...give mom a gift with meaning this year, one that will improve her health and happiness ",Health,Positive
4,1469590209,Tue Apr 07 06:50:20 PDT 2009,NO_QUERY,Shann0ns0usis,"At school, can't believe Twitter works here ",Education,Positive
4,1469672086,Tue Apr 07 07:04:45 PDT 2009,NO_QUERY,littlereddoor,"@copaclaire @PaperCakes it went to school with Kid of Reddoor. when they get home, then photo ",Education,Positive
4,1469673965,Tue Apr 07 07:05:05 PDT 2009,NO_QUERY,beautifulcurare,@fallonapple Tweet tweet to you too  Lets encourage each other to do what we should for our health...I'm down if you are ,Health,Positive
4,1469675573,Tue Apr 07 07:05:22 PDT 2009,NO_QUERY,AmandaMayo,heading to school...! ,Education,Positive
4,1469676029,Tue Apr 07 07:05:26 PDT 2009,NO_QUERY,Kooolness1,": I wish school was like those revision sessions. Classes of 10 in non-uniform, able to have a laugh and learn at the same time.  ",Education,Positive
4,1469759025,Tue Apr 07 07:20:08 PDT 2009,NO_QUERY,schnuz,we made a cute doll at school today   she wear a  purple dress and she has a yellow hair XD but so cute,Education,Positive
4,1469759295,Tue Apr 07 07:20:09 PDT 2009,NO_QUERY,alpacainmypants,Just had three dreams where i was supposed to be at school. I  as freaking out! Tgisb ,Education,Positive
4,1469759327,Tue Apr 07 07:20:11 PDT 2009,NO_QUERY,invisiblejules,Snagged a copy of &quot;From Julia Child's Kitchen&quot; on sale yesterday. Looks great  Probably making a creme brulee on Fri after org. chem exam.,General Child Topic,Positive
4,1469760493,Tue Apr 07 07:20:22 PDT 2009,NO_QUERY,RachaelB17,Just ate some fruit and egg whites...keepin in healthy today. Goin for a run then starting my dayyy!  Have a good day to all.\,Health,Positive
4,1469760575,Tue Apr 07 07:20:23 PDT 2009,NO_QUERY,RachaelB17,Just ate some fruit and egg whites...keepin in healthy today. Goin for a run then starting my dayyy!  Have a good day to all.,Health,Positive
4,1469786322,Tue Apr 07 07:25:00 PDT 2009,NO_QUERY,DANIELbeastRAWR,getting ready for school. listening to taylor swift!! youre not sorry no no nooooooo. hehe ,Education,Positive
4,1469789342,Tue Apr 07 07:25:30 PDT 2009,NO_QUERY,dougjbarker,Awake and headed to school. Should be a good day. ,Education,Positive
4,1469814818,Tue Apr 07 07:30:01 PDT 2009,NO_QUERY,MamaRochelle,let's let the day begin... more job searching and waiting for my son to get home from school ,Education,Positive
4,1469816788,Tue Apr 07 07:30:19 PDT 2009,NO_QUERY,monicabrand,@susieqtpie good to meet a sister in homeschooling and faith as well.  #awi,Education,Positive
4,1469817681,Tue Apr 07 07:30:29 PDT 2009,NO_QUERY,_Desarae_,"It's the first day of school, for me!! I start at 1:30, I'm very excited. Wish me luck. ",Education,Positive
